gene_id	gene_name	SRR8521732	SRR8521733	SRR8521735	SRR8521737	SRR8521738	SRR8521656	SRR8521658	SRR8521673	SRR8521679	SRR8521683	SRR8521692	SRR8521696	SRR8521702	SRR8521723	SRR8521662	SRR8521675	SRR8521677	SRR8521694	SRR8521698	SRR8521700	SRR8521706	SRR8521666	SRR8521668	SRR8521670
ENSG00000006377	DLX6	0	0	0.01	0.01	0	0.01	0.21	0	0	0.01	0.01	0	0	0	0	0	0	0	0	0	0.01	0	0	0.02
ENSG00000006432	MAP3K9	0.13	0.32	0.12	0.08	0.06	0.06	0.06	0.06	0.02	0.06	0.02	0.03	0.06	0.18	0.08	0.05	0.06	0.24	0.59	0.08	0.48	0.58	0.38	0.72
ENSG00000006451	RALA	106.4	70	74.33	52.46	47.26	131.9	60.76	58.01	90.45	64.34	35.54	56.57	78.97	98.46	54.06	89.23	61.55	114.15	50.73	61.24	90.18	79.86	95.89	120.1
ENSG00000006453	BAIAP2L1	0.15	0.1	0.09	0.13	0.31	0.09	0.25	0.09	0.13	0.19	0.04	0.34	0.26	0.24	0.08	0.24	0.8	0.5	0.02	0.2	0.61	0.46	0.3	0.98
ENSG00000006459	KDM7A	4.99	3.74	3.67	1.12	1.4	1.68	3.59	2.17	6.83	2.73	9.88	3.68	1.35	2.42	4.35	3.59	2.32	3.27	6.44	3.73	4.84	5.71	4.75	1.65
ENSG00000006468	ETV1	0	0.02	0.25	1.01	0.81	0.63	0	0.01	0.21	0	0.08	0.21	0.03	0	0.15	0	1.04	0	0.07	0.17	0.25	0	0	0
ENSG00000006530	AGK	4.54	5.79	5.75	8.96	6.78	6.82	3.73	3.6	4.5	7.88	6.2	4.41	7.49	9.92	3.37	7.5	2.19	0.67	8.05	5.02	11.32	9.94	9.32	8.76
ENSG00000006534	ALDH3B1	3.84	4.6	3.86	1.85	1.98	9.78	6.78	10.54	17.28	18.94	4.79	23.96	7.77	22.52	1.66	15.22	4.17	4.17	2.72	7.38	1.68	3.45	1.19	4.68
ENSG00000006555	TTC22	0.44	0.12	0.33	0.36	0.56	0.01	0.73	0.21	0.03	0.02	0.24	0.07	0.12	0.84	0.36	0.03	1.28	0.32	1.85	0.11	2.61	2.19	2.83	1.07
ENSG00000006576	PHTF2	17.61	12.24	19.2	12.29	16.55	8.74	16.23	9.96	37.05	21.43	26.89	18.28	10.94	15.69	8.84	27.67	6	35.16	29.96	9.69	16.42	21.65	13.49	10.42
ENSG00000006606	CCL26	0.12	0	0.28	0	0	0	0	0	0	0	0	0	0	0.24	0	0	0.04	0	0	0	0	0	0	0
ENSG00000006607	FARP2	16.54	4.85	8.99	7.19	14.36	4.31	10.27	6.63	4.74	5.38	23.38	9.64	12.89	12.28	2.92	8.81	1.68	27.07	13.56	13.45	4.43	6.78	7.62	10.7
ENSG00000006611	USH1C	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0.06	0	0	0
ENSG00000006625	GGCT	80.35	66.88	101.95	85.64	47.21	105.63	59	79.16	69.03	38.21	32.45	58.71	60.82	80.1	74.84	40.22	55.57	71.8	31.85	52.2	23.07	16.29	21.18	42.25
ENSG00000006634	DBF4	103.89	25.9	38.43	24.67	27.61	23.68	23.2	31.39	38.79	21.74	40.18	22	25.77	20.03	57.89	11.94	36.07	38.78	78.3	50.78	30.68	24.73	20.64	21.77
ENSG00000006638	TBXA2R	0.19	0.15	0.15	0.75	0.63	3	0.18	1.53	0.08	0.61	0.14	0.14	5.28	1.23	0.21	0.07	0.18	0.15	0.02	0.15	1.02	1.6	1.22	2.69
ENSG00000006652	IFRD1	27.51	52.1	36.83	33.35	37.58	47.99	38.24	35.86	84.06	39.63	34.77	84.04	25.75	39.24	39.13	56.2	20.12	104.09	98.42	129.42	25.91	39.24	23.58	30.16
ENSG00000006659	LGALS14	0	0	0	0	0	0	1.41	0	0	0.06	0	0.08	0	0	0.12	0	0	0	0	0.98	0.03	0.14	1.53	0
ENSG00000006695	COX10	13.43	17.17	25.28	16.15	8.23	35.6	19.5	26.59	27.87	15.61	11.88	17.12	10.19	10.35	24.57	20.41	22.13	25.12	18.86	12.8	12.37	17.74	17.83	24.88
ENSG00000006704	GTF2IRD1	0.02	0.32	0.56	0.75	0.5	0.64	0.03	0.03	0.45	0.35	2.17	0.05	0.57	6.23	0.04	1.12	0.31	0.01	0.06	0.63	1.56	0.06	0.13	0.17
ENSG00000006712	PAF1	6.92	6.07	8.12	6	8.99	7.34	4.8	7.37	11.22	5.66	5.43	8.41	10.36	13.27	5.59	8.06	4.15	1.15	12.67	7.8	14.22	13.03	7.79	8.84
ENSG00000006715	VPS41	39.29	40.31	38.4	54.37	51.9	49.35	41.52	35.58	23.93	35.17	35.61	33.86	30.03	40.31	20.98	43.09	49.22	26.75	22.29	32.28	26.04	26.72	23.73	24.25
ENSG00000006740	ARHGAP44	0.3	0.41	0.31	1.83	0.38	0.03	0.42	0.23	0.12	0.23	0.19	0.29	0.47	1.55	0.12	0.38	0.05	0.16	0.69	0.98	1.26	0.75	0.71	1.35
ENSG00000006744	ELAC2	8.36	30.99	31.49	15.99	12.64	32.33	23.2	22.65	15.51	19.7	11.03	24.43	33.17	20.43	8.11	22.68	11.24	50.97	18.48	14.4	33.15	23.11	14.43	22.25
ENSG00000006747	SCIN	0.06	0.04	0.16	0.27	0.11	0.1	0.07	0.03	0.07	0.16	0.04	0.08	0.2	0.39	0.14	0.08	0.08	0.08	0.12	0.28	0.21	0.26	0.25	0.77
ENSG00000006756	ARSD	0.16	2.08	2.76	5.11	7.92	3.63	5.37	3.81	2.45	6.86	1.86	9.97	9.63	12.07	1	3.74	1.3	0.17	1.85	1.73	1.21	6.05	4.54	6.47
ENSG00000006757	PNPLA4	4.32	9.63	4.24	5.31	3.85	8.63	2.64	8.95	0.35	3.45	0.47	2.8	8.62	7.49	3.79	1.91	11.11	5.98	1.16	3.15	3.76	3.96	6.87	5.29
ENSG00000006788	MYH13	0	0	0	0	0	0	0.01	0.11	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0.02	0	0
ENSG00000006831	ADIPOR2	15.92	27.32	29.67	15.88	22.56	22.08	18.73	15.6	20.7	26.9	13.76	25.31	27.63	34.66	17.73	19.32	17.64	12.48	18.33	14.6	18.29	20.6	29.23	43.93
ENSG00000006837	CDKL3	4.16	0.52	1.41	9.31	11.91	7.11	2.73	3.81	1.13	2.31	0.25	2.41	2.51	2.4	1.86	8.3	4.37	0.24	0.09	0.85	1.47	3.65	3.06	4.12
ENSG00000007001	UPP2	0	0	0	0.1	0	0	1.35	0.01	0	0.13	0	0.61	0.05	0.52	0	0	0	0	0	0.04	0	0	0	0
ENSG00000007038	PRSS21	4.35	11	5.01	11.52	6.03	45.24	15.12	22.91	0	0	7.17	0	13.58	0.03	3.34	0.09	4.67	14.43	2.8	0.05	1.22	4.69	15.99	36.85
ENSG00000007047	MARK4	0.11	1.92	2.27	2.92	0.85	2.28	3.03	0.56	1.31	2.19	0.4	1.82	3.09	1.57	0.27	0.32	0.16	0.16	3.02	0.57	2.72	2	0.92	2.17
ENSG00000007062	PROM1	4.73	2.94	4.36	33.65	28.3	16.76	0.16	2.34	2.1	5.06	1.66	0.68	3.09	6.78	2.51	5.05	4.17	1.13	2.98	1.53	2.23	1.83	5.99	16.8
ENSG00000007080	CCDC124	7.39	10.32	8.91	5.54	3.5	14.01	11.31	12.7	9.56	12.73	5.09	8.9	8.41	10.12	11.2	14.66	5.48	4.06	11.16	8.65	6.94	9.37	7.48	10.32
ENSG00000007129	CEACAM21	2.38	3.21	3.95	5.12	0.9	6.31	21.94	5.98	10.08	7.6	0	2.82	2.8	34.6	4.14	2.76	9.25	1.62	8.3	2.99	33.26	23.55	23.09	15
ENSG00000007168	PAFAH1B1	275.32	172.14	198.55	187.91	185.26	213.17	250.76	202.09	459	311.4	171.15	131.45	157.2	194.47	181.49	277.68	229.81	107.46	175.87	89.77	233.04	220.08	176.83	197.06
ENSG00000007171	NOS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0.22	0	0	0	0	0.02
ENSG00000007174	DNAH9	0.01	0.02	0.21	0.34	0.03	0.06	0.02	0.02	0	0.03	0.11	0.01	0.05	0.51	0	0.01	0.08	0.01	0	0.46	0.16	0.11	0.15	0.29
ENSG00000007202	BLTP2	7.54	21.17	20.9	17.51	18.39	11.88	17.9	11.99	9.69	23.47	40.84	22.38	94.21	107.98	5.13	23.28	20.76	15.46	14.29	17.9	53.17	47.38	83.37	127.28
ENSG00000007216	SLC13A2	0	0.12	0.01	0	0	0	0.06	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007237	GAS7	24.81	11.23	10.23	1.86	0.62	25.35	33.33	5.18	23.77	47.08	38.82	21.7	12.3	15.36	5.91	37.85	16.06	42.63	3.19	8.29	2.02	2.25	0.61	3.16
ENSG00000007255	TRAPPC6A	25.35	44.96	25.88	34.4	36.68	33.67	20.25	16.49	20.65	16.23	29.3	36.21	37.84	38.23	10.4	30.52	18.98	12.16	32.16	32.17	49.86	26.06	34.69	24.86
ENSG00000007264	MATK	3.95	1.87	3.89	7	5.77	3.92	0.7	5.54	1.38	1.35	0.77	0.31	5.22	7.85	2.97	1.37	1.98	2.67	16	1.95	10.25	14.68	8.75	10.72
ENSG00000007306	CEACAM7	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0.01	0	0	0	0
ENSG00000007312	CD79B	15.17	11.24	8.05	20.31	4.16	5.6	10.48	4.5	3.71	15.93	6.14	9.14	16.08	19.04	2.23	19.16	1.3	2.7	8.86	9.78	19.05	17.85	15.69	28.48
ENSG00000007314	SCN4A	0	0	0.02	0.01	0.01	0.01	0.04	0	0	0.01	0	0.04	0.08	0	0	0.08	0	0	0	0	0	0.01	0	0.01
ENSG00000007341	ST7L	7.63	8.09	8.45	24.68	51.25	14.15	9.7	15.04	6.43	13.91	7.54	15.04	12.6	10.73	9.57	7.39	6.5	6.65	12.58	13.13	9.24	12.43	10.67	13.32
ENSG00000007350	TKTL1	0.51	0.2	0.24	0	0	0.2	1.01	0.01	0.25	0	0	0.25	0.13	1.53	0	0.52	0.05	0	1.04	0	3.59	3.04	2.35	2.35
ENSG00000007372	PAX6	0	0	0	0.05	0	0.02	0	0	0.03	0	0.11	0	0.04	0.29	0	0	1.09	0	0	0.31	0.09	0.31	0	0.04
ENSG00000007376	RPUSD1	1.42	1.99	2.04	1.33	1.08	2.28	1.17	0.5	3.2	1.71	1.32	2.33	11.76	4.35	0.59	1.27	0.7	3	1.81	1.14	3.98	5.02	4.08	5.99
ENSG00000007384	RHBDF1	0	0.02	0.01	0.04	0	0.07	0.1	0.02	0.67	0.01	0.04	0.04	0.13	0.09	0.02	0	0	0	0	0.11	0.07	0.13	0.17	0.39
ENSG00000007392	LUC7L	19.64	41.53	45.67	51.86	67.05	63.53	53.56	48.93	27.19	72.61	33.14	30.56	63.82	76.09	30.66	58.42	42.46	52.19	47.62	35.82	47.21	75.75	57.17	55.17
ENSG00000007402	CACNA2D2	0.01	0.14	0.1	0.07	0.02	0.01	0.09	0.05	0.04	0.01	0.08	0.09	2.68	0.05	0.05	0.32	0.3	0.01	2.31	0.04	0.59	0.87	0.58	0.99
ENSG00000007516	BAIAP3	0.03	0.39	0.06	0	0.01	0.13	0.01	0.35	0.11	0.36	0	0.07	0.46	0.18	0.01	0.02	0.46	0	0.04	0.19	0.06	0.19	0.11	0.27
ENSG00000007520	TSR3	8.63	10.44	14.18	5.03	6.95	19.35	8.43	13.18	7.16	15.37	8.97	14.84	21.99	18.42	4.28	18.71	15.41	6.83	13.13	7.81	25.62	18.82	10.97	18.27
ENSG00000007541	PIGQ	9.89	7.89	7.84	11.87	4.04	1.42	2.1	6.33	0.37	4.02	2.15	4.55	18.11	5.54	22.6	2.3	16.43	6.23	4.89	18.45	8.31	8.26	6.71	10.51
ENSG00000007545	CRAMP1	1.28	0.66	2.69	2.25	3.1	3.64	3.12	1.95	1.27	3.21	2.16	3.1	5.01	2.16	0.92	2.73	1.4	2.52	1.63	0.96	2.41	1.56	2.87	2.87
ENSG00000007866	TEAD3	0.04	0	0.23	1.82	0.13	0.05	0.16	0.03	0.01	0.19	0.03	0.05	0.96	0.62	0.07	0.39	0.02	0.03	0.56	0	0.93	1.68	0.72	1.78
ENSG00000007908	SELE	0	0.01	0	0.02	0	0	0.05	0.07	0	0	0	0	0.37	0.06	0	0	0	0.01	0	0	0	0.01	0.36	0
ENSG00000007923	DNAJC11	9.08	15.01	10.89	12.08	4.59	9.51	5.37	10.85	2.53	10.27	4.72	6.64	10.63	7.18	14.43	12.31	6.38	7.3	3.66	9.08	10.68	9.98	16.19	10.8
ENSG00000007933	FMO3	2.74	1.49	0.14	0.2	0.05	0.05	0.32	0.46	0	0.02	0	0.59	0.14	0.12	0.14	0	0.82	1.48	0.05	1.26	0.41	0.13	0.14	0.14
ENSG00000007944	MYLIP	2.11	7.39	7.82	9	7.76	7.19	6.22	6.49	18.11	4.44	17.11	16.06	13.01	13.37	9.73	6.74	1.24	7.96	21.67	10.33	16.25	19.12	15.02	13.44
ENSG00000007952	NOX1	0.14	0	0.06	0.2	0.26	0.05	0	0	0	0	0.01	0.01	0.2	0.07	0.17	0.03	0	0	0	0.02	0	0.08	0.2	0.54
ENSG00000007968	E2F2	1.79	0.98	0.83	1.74	0.04	0.66	0.22	0.72	2.54	0.27	0.02	1.79	0.62	1.07	2.98	0.51	1.8	2.75	0.78	2.87	0.75	2.44	0.31	1.37
ENSG00000008018	PSMB1	341.53	382.19	294.67	318.89	300.18	285.46	270.01	173.05	433.05	152.65	288.31	282.7	288.68	379.69	427.02	323.52	176.2	269.22	288.94	319.22	274.45	297.99	259.01	419.76
ENSG00000008056	SYN1	0	0	0.04	0	0.01	0.03	0.52	0.16	0.05	0.03	0.2	0	0	0.18	0	0.05	0	0.04	0.54	0.13	0	0.22	0.05	0
ENSG00000008083	JARID2	9.01	12.72	15.12	21.26	11.06	8.31	11.56	7.71	25.52	13.57	28.34	13.53	22.8	13.55	6.63	13.25	7.67	33.69	10.71	9.34	8.77	8.98	8.79	14.6
ENSG00000008086	CDKL5	0.66	1.81	1.66	1.42	4.46	0.21	0.7	0.23	2.4	1.53	1.38	2.09	0.61	1.39	2.06	2.27	1.66	5.26	3.56	5.21	1.96	1.2	0.93	1.65
ENSG00000008118	CAMK1G	0	0	0	0	0	0	0	0	0.2	0	0	0	0.01	0	0.04	0	0	0.05	0	0	0	0	0.14	0
ENSG00000008128	CDK11A	47.73	36.07	31.75	23.87	18.87	41.93	48.93	37.48	36.42	47.53	94.63	36.45	17.53	28.19	55.16	51.8	17.17	72.62	83.31	41.56	41.22	115.71	107.56	66.33
ENSG00000008130	NADK	7.11	6.77	9.81	3.26	1.3	13.75	19.98	10.95	18.75	23.84	8.78	22.68	9.38	10.19	5.77	24.41	11.79	20.86	3.57	9.05	7.57	12.96	9.97	15.06
ENSG00000008196	TFAP2B	0	0.02	0.01	0.03	0	0	0.08	0	0	0.02	0	0	0	0	0	0	0.1	0.22	0	0	0.09	0	0	0
ENSG00000008197	TFAP2D	0	0	0.07	0	0	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000008226	DLEC1	0.13	0.01	0.06	0.12	0.27	0.46	3.37	0.33	0.05	0.1	0.16	0.07	0.13	0.19	0.09	0.34	0.02	0.07	1.72	0.03	0.91	1.3	1.01	0.63
ENSG00000008256	CYTH3	0.67	4.78	2.95	2.47	2.19	3.33	2.95	1.3	1.31	0.88	6.58	0.58	2.27	1.24	4.11	0.93	1.44	6.29	3.69	2.01	1.66	1.9	1.78	1.78
ENSG00000008277	ADAM22	0.67	2.02	1.07	3.47	2.45	0.28	0.5	0.23	0.35	0.21	0.93	0.42	0.52	1.32	0.96	0.27	0.02	0.64	2.03	1.01	1.17	1.29	1.29	1.23
ENSG00000008282	SYPL1	18.75	30.79	36.33	56.99	76.38	42.18	21.31	25.45	57.76	22.41	21.27	50.1	66.32	60.44	15.93	25.38	5.3	19.3	24.15	12.74	30.69	30.29	38.21	36.53
ENSG00000008283	CYB561	0.86	2.02	2.7	3.03	4.58	4.38	2.72	1.36	1.13	3.99	4.64	3.15	2.43	9.99	0.74	7.71	1.96	0.12	11.81	4.55	6.02	8.69	14.16	17.44
ENSG00000008294	SPAG9	21.97	25.94	24.96	38.42	35.51	12.86	26.82	16.99	89.71	31.66	89.18	49.89	33.06	32.49	26.53	21.9	10.08	63.84	50.98	31.69	28.87	19.38	25.66	32.87
ENSG00000008300	CELSR3	0.02	0.47	0.18	0.13	0.03	0	0.35	0.23	0.05	0.63	0.04	0.08	0.17	0.06	0.05	0.02	0.85	0.02	0.17	0.46	0.01	0.73	0.04	0.3
ENSG00000008311	AASS	0.84	0.98	1.32	6.49	8.54	0.02	0.25	0.21	0.01	0.06	0.02	0.37	0.16	0.59	2.08	0.53	0.59	1.18	1.01	0.71	1.6	1.73	1.81	3.84
ENSG00000008323	PLEKHG6	0	0.02	0.04	1.24	0.09	0.01	0.76	0.14	0.31	0.05	0	0.14	0.6	1.31	0.13	0.02	0.08	0.02	0.1	0.04	0.09	0.29	0	1.3
ENSG00000008324	SS18L2	74.03	85.06	83.11	56.58	63.75	91.94	68.52	45.71	54.85	33.89	50.87	63.08	49.03	47.88	88.69	87.95	82.24	37.62	94.19	85.16	64.77	59.81	48.7	43.75
ENSG00000008382	MPND	3.38	1.85	1.61	3.61	1.29	1.71	2.34	2.27	0.69	1.34	2.03	4.42	8.92	4.12	1.16	2	2.23	0	3.15	2.14	2.5	4.84	3.79	6.29
ENSG00000008394	MGST1	75.4	70.9	89.57	125.07	47.37	369.04	105.29	160.81	221.95	69.98	34.32	312.23	237.71	270.74	45.11	117.08	62.42	9.47	19.76	92.23	16.33	23.44	39.41	84.65
ENSG00000008405	CRY1	2.12	5.3	5.84	3.64	2.92	0.75	0.53	2.63	1.52	2.54	7.65	1.11	4.3	4.21	1.94	3.72	6.36	7.98	19.45	2.31	4.38	8.69	5.83	4.1
ENSG00000008438	PGLYRP1	2.53	0.05	0.17	0	0.24	0	0	0	2.9	0	0	0.06	0.04	0.09	0.27	0.06	2.33	0.05	0	0.7	0	0.12	0	0.17
ENSG00000008441	NFIX	2.23	4.58	3.03	5.62	5.07	3.1	4.35	8.19	1.31	1.04	4.36	1.37	3.29	15.42	3.85	1.06	10.6	4.75	0.59	1.92	0.78	2.89	1.46	5.13
ENSG00000008513	ST3GAL1	13.96	9.87	16.56	20.33	30.76	16.73	16.52	11.21	38.69	11.37	10.83	8.64	22.86	16.2	8	12.91	14.18	29	14.3	6.41	33.38	28.89	36.45	27.91
ENSG00000008516	MMP25	0.41	0.06	0.34	0.04	0	1.88	0.37	0.52	2.67	0.27	0.88	0.76	0.82	0.45	0.36	0.64	0.14	0.22	0.62	0.08	1.13	0.53	0.59	0.27
ENSG00000008517	IL32	48.63	83.05	52.11	0.08	0	1.91	54.45	58.18	1.75	2.17	4.39	11.46	6.95	22.85	47.17	40.53	51.82	9.65	152.88	16.1	421.4	537.95	407.72	141
ENSG00000008710	PKD1	0.76	1.56	1.32	2.4	3.13	2.82	0.9	3.37	0.88	3.84	1.4	2.04	5.97	2.29	0.68	2.79	2.7	2.6	4.57	1.59	3.67	3.32	4.66	3.62
ENSG00000008735	MAPK8IP2	0.02	0.01	0.02	0.09	0.06	0	0.02	0.01	0	0.02	0.01	0.04	0.04	0.09	0.02	0.11	0.09	0.01	0.04	0	0.05	0.03	0.05	0.08
ENSG00000008838	MED24	5.93	6.71	1.76	2.94	3.4	4.68	1.77	3.39	4.22	2.72	4.32	1.66	4.23	7.69	0.7	1.96	4.8	1.01	3.89	2.45	6.72	6.95	3.16	5.08
ENSG00000008853	RHOBTB2	0.66	2.21	2.4	0.39	1.63	2.08	2.35	2.05	3.74	2.28	1.53	2.17	3.03	2.34	2.11	2.76	0.42	0.04	0.78	0.98	4.77	0.94	2.06	3.23
ENSG00000008869	HEATR5B	2.11	4.92	6.45	20.88	11.46	9.54	6.57	3.33	9.81	5.81	5.35	7.69	11.96	10.03	2.99	5.6	3.95	0.34	5.2	4.72	11.21	5.67	8.5	8.83
ENSG00000008952	SEC62	272.1	180.48	239.99	214.96	287.9	284.89	200.49	259.96	412.59	260.11	180.62	343.19	92.89	90.83	351.99	273.79	287.44	355.13	454.05	412.83	114.51	127.68	150.56	152.12
ENSG00000008988	RPS20	5530.06	8368.57	8996.37	11520.15	13995.18	11517.15	4297.8	6370.54	6920.97	3535.36	5250.45	5308.27	7230.79	9408.45	6387.56	6647.35	4103.3	5433.96	9134.37	7053.04	10461.28	10258.19	11429.53	7136.45
ENSG00000009307	CSDE1	197.78	291.93	252.47	267.31	318.12	335.21	248.08	220.1	496.35	152.82	395.66	348.29	225.05	232.62	159.6	248.54	138.32	288.8	383.49	268.07	185.96	249.6	251.88	349.32
ENSG00000009335	UBE3C	17.62	9.26	14.04	13.81	10.28	14.24	10.3	7.88	16.42	8.07	10.43	11.27	12.32	11.72	9.05	11.1	15.93	6.25	14.18	7.79	11.6	12.77	7.97	8.36
ENSG00000009413	REV3L	4.94	9.82	8.94	20.91	13.89	14.14	6.35	19.64	10.36	9.7	3.31	11.85	24.53	19.15	21.71	19.66	22.7	8.12	12.8	7.43	17.76	9.79	9.9	25.22
ENSG00000009694	TENM1	0.27	0.58	0.3	0.16	0.03	0.2	0.3	0.27	0.08	0.3	0.04	0.08	0.15	0.22	0.07	0.17	0.01	0.53	3.27	0.4	1.47	1.21	0.84	0.29
ENSG00000009709	PAX7	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000009724	MASP2	1.62	0.9	0.46	2.47	3.13	0.21	0.55	0.25	0.78	0.62	3.23	1.69	1.76	1.5	0.06	1.27	0.08	0.01	1.87	0.49	2.7	1.33	0.79	2.62
ENSG00000009765	IYD	0.05	0.02	0.06	0.24	0.12	0.02	0.03	0.01	0.03	0.12	0.11	0.05	0.37	0.25	0.1	0.05	0.16	0.24	0.06	0.02	0.35	0.24	0.14	0.18
ENSG00000009780	FAM76A	17.25	18.72	19.23	14.56	15.86	12.72	23.21	11.54	12.85	18.28	20.04	18.16	14.91	19.01	13.49	29.43	10.49	14.16	31.48	24.49	19.89	24.09	17.36	16.71
ENSG00000009790	TRAF3IP3	33.68	56.21	43.29	15.35	15.44	74.1	95.84	71.36	50.2	48.77	32.65	46.55	23.29	84.96	54.7	138.11	78.87	23.05	80.38	31.79	169.88	193.46	149.51	67.26
ENSG00000009830	POMT2	2.04	1.81	2.89	10.58	3.87	1.4	0.74	1.55	2.1	3.12	3.19	2.09	6.6	9.34	0.9	0.71	5.11	8.76	2.52	5.12	2.99	7.73	6.85	6.87
ENSG00000009844	VTA1	56.06	50.07	39.28	30.98	25.79	48	34.81	26.39	22.75	42	28.24	28.94	27.6	33.56	42.15	51.89	28.87	44.62	30.36	18.8	23.49	36.63	29.56	42.36
ENSG00000009950	MLXIPL	0.27	0.06	0.16	0.62	0.31	0.07	0.12	0.24	0.11	0.27	0.14	0.28	0.31	1.25	0.15	0.08	0.51	0.36	0.46	0.19	0.31	0.54	0.42	1.26
ENSG00000009954	BAZ1B	21.94	21.37	24.68	26.29	17.65	13.65	21.44	17.33	18.63	18.7	17.21	22.17	25.57	20.78	23.68	31.39	20.78	37.12	19.82	21.09	29.53	23.46	24.79	17.61
ENSG00000010017	RANBP9	3.46	10.06	8.69	12.21	9.11	7.58	6.04	6.45	14.66	5.4	8.97	7.84	8	5.96	3.6	7.31	5.9	14.2	12.94	8.09	8.59	11.36	7.1	9.16
ENSG00000010030	ETV7	4.2	0.01	0.08	0.1	0.77	0	1.27	0.03	0	0.77	0.03	1.09	0.14	0.2	0.27	0.29	0.04	0	1.67	1.42	1.99	2.35	2.33	1.04
ENSG00000010072	SPRTN	3.57	24.12	10.41	5.5	13.1	5.08	5.55	5.81	15.31	12.44	12.36	7.88	7.07	7.47	14.47	8.87	12.1	16.07	20.63	11.52	6.5	13.68	13.46	13.78
ENSG00000010165	METTL13	6.16	7.35	8.69	5.46	1.95	4.63	5.58	4.31	0.45	6.47	0.85	3.6	10.57	11.16	11.62	6.35	12.59	9.02	1.26	3.24	7.17	10.59	8.01	13.01
ENSG00000010219	DYRK4	31.8	37.35	30.32	28.03	26.77	57.75	45.35	27.91	26.42	32.69	8.36	35.69	27.93	60.51	33.96	42.39	24.51	23.17	30.72	30.33	21.03	28.09	28.28	42.01
ENSG00000010244	ZNF207	126.58	125.97	115.87	197.51	152.26	206.55	172.15	109.35	285.18	116.31	236.43	138.99	116.84	125.13	90.39	150.11	170.73	219.13	219.69	124.76	105.03	99.56	107.92	85.7
ENSG00000010256	UQCRC1	31.81	33.29	19.85	13.92	11.08	20.1	17.39	14.49	13.94	19.35	15.7	33.67	34.59	39.62	19.26	36.83	21.87	26.22	23.32	31.38	20.1	25.09	11.88	26.46
ENSG00000010270	STARD3NL	30.54	29.35	34.58	29.24	26.17	73.14	39.88	30.71	53.52	34.05	14.46	33.36	30.05	39.08	8.29	39.11	42.02	23.66	21.58	26.8	19.48	22.36	23.39	31.1
ENSG00000010278	CD9	2.29	2.81	5.41	15.26	5.68	85.45	5.4	4.13	20.3	7.11	6.19	0.78	5.99	9.69	1.95	8.99	1.2	7.29	2.43	3.89	5.58	10.31	8.84	9.23
ENSG00000010282	HHATL	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	1.39	0	0	0
ENSG00000010292	NCAPD2	5.53	16.59	14.86	14.67	4.26	8.55	10.29	8.53	9.83	2.41	5.16	12.52	21.71	15.14	5.99	6.48	13.78	25.83	6.93	12.26	15.1	9.39	11.41	20.18
ENSG00000010295	IFFO1	1.4	2.21	2.5	2.55	2.42	3.06	5.18	1.67	1.52	7.91	2.97	4.61	7.78	10.85	2.02	9.59	2.53	1.95	4.6	1.81	7.23	9.32	6.54	8.24
ENSG00000010310	GIPR	1.41	0.64	0.35	0.08	0.2	0.04	0.42	0.16	0.69	0.11	3.79	0.45	0.19	0.32	0.32	0.22	0.11	0.04	2.28	0.52	1.46	1.25	0.33	0.58
ENSG00000010318	PHF7	13.64	14.14	12.3	11.08	8.7	6.5	5.82	5.42	13.22	15.55	8.72	13.63	27.74	9.07	7.3	4.88	5.07	13.16	7.36	7.42	9.47	6.25	6.07	8.17
ENSG00000010319	SEMA3G	0	0.01	0.04	0.47	0.01	0	0	0.17	0	0	0.01	0.2	0.09	0.11	0	0.05	0	0.01	0	0	0.64	0.72	0.14	0.17
ENSG00000010322	NISCH	2.65	1.78	4.9	2.41	2.03	3.35	4.33	2.31	0.72	6.02	2.39	5.35	5.8	6.54	2.02	3.2	2.39	5.71	9.2	3.16	7.69	3.98	5.26	2.11
ENSG00000010327	STAB1	8.8	9.62	4.04	1.03	2.12	22.73	45.18	8.86	7.94	30.81	28.66	29.06	2.45	95.1	16.08	50.21	18.32	17.66	2.79	7.2	10.81	17.22	4.88	13.72
ENSG00000010361	FUZ	5.85	5.65	4.99	4.63	3.6	3.03	2.1	2.58	3.97	2.87	1.76	3.16	5.33	5.99	3.29	4.19	3.94	0.66	2.06	4.71	5.83	7.63	7.59	16.13
ENSG00000010379	SLC6A13	0.14	0	0.04	0	0	0	0	0	0	0	0.25	0.23	0.26	0.66	0	0.2	0.47	0	0.29	0	1.26	0.16	0.27	0.37
ENSG00000010404	IDS	24.18	37.09	39.85	79.99	151.18	13.03	24.15	14.59	52.56	16.78	46.64	40.7	15.73	40.18	10.93	21.52	18.42	26.05	113.03	49.07	36.35	50.7	42.76	56.64
